hhid,hh_age,hh_race_sep,hh_race
192016652,Household age 35-64,White,White
192016675,Household with children,Non-Asian POC,Non-Asian POC
192016685,Household with children,White,White
192016722,Household with children,White,White
192016762,Household age 35-64,White,White
192016782,Household with children,Other,Other
192016785,Household age 35-64,White,White
192016808,Household age 65+,White,White
192016844,Household age 35-64,White,White
192016872,Household with children,White,White
192016873,Household age 35-64,Asian,Asian
192016889,Household excl. age 18-34,White,White
192017039,Household with children,Asian,Asian
192017096,Household age 65+,White,White
192017097,Household with children,Non-Asian POC,Non-Asian POC
192017118,Household age 65+,Asian,Asian
192017141,Household with children,White,White
192017165,Household age 35-64,White,White
192017196,Household with children,Non-Asian POC,Non-Asian POC
192017213,Household age 65+,Asian,Asian
192017231,Household age 65+,Asian,Asian
192017241,Household age 35-64,Other,Other
192017287,Household age 35-64,Non-Asian POC,Non-Asian POC
192017305,Household with children,White,White
192017308,Household age 35-64,White,White
192017327,Household age 65+,Asian,Asian
192017334,Household with children,Non-Asian POC,Non-Asian POC
192017362,Household age 35-64,White,White
192017368,Household excl. age 18-34,Asian,Asian
192017375,Household age 35-64,White,White
192017377,Household age 35-64,White,White
192017379,Household age 35-64,Non-Asian POC,Non-Asian POC
192017433,Household excl. age 18-34,White,White
192017480,Household with children,White,White
192017485,Household age 65+,White,White
192017487,Household excl. age 18-34,White,White
192017567,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192017575,Household age 35-64,White,White
192017641,Household with children,Other,Other
192017700,Household age 35-64,Other,Other
192017731,Household with children,White,White
192017747,Household with children,Non-Asian POC,Non-Asian POC
192017761,Household age 65+,Asian,Asian
192017780,Household age 35-64,White,White
192017801,Household age 35-64,Other,Other
192017819,Household age 65+,White,White
192017829,Household age 35-64,White,White
192017889,Household excl. age 18-34,White,White
192017892,Household age 35-64,Non-Asian POC,Non-Asian POC
192017935,Household age 35-64,White,White
192017991,Household age 35-64,White,White
192018030,Household age 65+,White,White
192018040,Household excl. age 18-34,White,White
192018190,Household age 65+,White,White
192018251,Household excl. age 18-34,White,White
192018304,Household excl. age 18-34,Asian,Asian
192018332,Household age 65+,White,White
192018344,Household age 65+,White,White
192018372,Household excl. age 18-34,White,White
192018390,Household with children,White,White
192018396,Household age 65+,Asian,Asian
192018397,Household excl. age 18-34,White,White
192018425,Household with children,White,White
